,name,title,company_ticker,source
35470,Maurice James Malcolm Groat,Non-Executive Chairman,ZAIM,investing
35471,James Mellon,Executive Director,ANIC,investing
35472,Harry J. R. Kenyon-Slaney,Independent Non-Executive Chairman,GEMD,investing
35473,Simon Pitts,CEO & Director,STVG,investing
35474,Julian Jonathan Morse,CEO & Executive Director,CNKS,investing
35475,Roni Mamluk,Director,AMYT,investing
35476,Sarmad Nabil El Zok,Non-Executive Director,BRFI,investing
35477,Vladimir Golovko,COO & Director,ZAIM,investing
35478,Michael Michael,CFO & Executive Director,GEMD,investing
35479,Ian Steele,Independent Non-Executive Director,STVG,investing
35480,Lisa Jane Gordon,Independent Non-Executive Chairman,CNKS,investing
35481,John Hyde Murray,Non-Executive Director,BRFI,investing
35482,Joseph A. Wiley,CEO & Director,AMYT,investing
35483,Simon James Retter,Finance Director & Director,ZAIM,investing
35484,Clifford Thomas Elphick,"Founder, CEO & Executive Director",GEMD,investing
35485,David Bergg,Independent Non Executive Director,STVG,investing
35486,Jeremy Ronald St John Miller,Independent Non-Executive Director,CNKS,investing
35487,Stephen F. White,Non-Executive Director,BRFI,investing
35488,Andrew John Boorman,Independent Non-Executive Director,CNKS,investing
35489,Paul Joseph Reynolds,Chairman of the Board,STVG,investing
35490,Tamir Koch,Non-Executive Chairman,7DIG,investing
35491,Michael David Lynch-Bell,Senior Independent Director,GEMD,investing
35492,Alan M. Ferguson,Interim Chairman & Senior Independent Director,MMHM,investing
35493,Mark Foster,Senior Independent Director,7DIG,investing
35494,Simon Edward Callum Miller,Senior Independent Director,STVG,investing
35495,Alfonso Alonso Durán,Nominee Director,EZEN,investing
35496,Daksh Gupta,CEO & Executive Director,MMHM,investing
35497,Paul Langworthy,CEO & Director,7DIG,investing
35498,Lindsay A. Dixon,CFO & Director,STVG,investing
35499,John Bailey,"Finance Director, Company Secretary & Director",BUMP,investing
35500,Christopher Mark Hulton Walkinshaw,Non-Executive Director,MMHM,investing
35501,Charles Enea Cattaneo,Independent Non-Executive Director,TWD,investing
35502,Michael Juskiewicz,"CFO, Finance Director & Director",7DIG,investing
35503,Enrique Sánchez de León García,Independent Non-Executive President,EZEN,investing
35504,Susan Jacqueline McErlain,Independent Non-Executive Director,TWD,investing
35505,Ian Roy Griffiths,Independent Non-Executive Chairman,TWD,investing
35506,David Newton Williams,CEO & Director,BUMP,investing
35507,Mark N. Hodgkins,"CFO, Company Secretary & Director",TWD,investing
35508,Philip W. Johnston,CEO & Director,TWD,investing
35509,Francesca Eva Ecsery-Merrens,Independent Non-Executive Director,MMHM,investing
35510,John Batter,Chair of the US Advisory Board,7DIG,investing
35511,Cong Chen,CFO & Executive Director,RMM,investing
35512,Bertie Thomas Aykroyd,Non-Executive Director,BUMP,investing
35513,Emma Fernandez Alonso,Independent Director,EZEN,investing
35514,Nicky Joy Dulieu,Independent Non-Executive Director,MMHM,investing
35515,David Lazarus,Non-Executive Director,7DIG,investing
35516,Sharon Emma Flood,Non-Executive Chair,BUMP,investing
35517,Richard Calvin Round,Independent Non-Executive Director,RMM,investing
35518,Helen Patricia Gilder,Independent Non-executive Director,7DIG,investing
35519,Sarah Highfield,Independent Non-Executive Director,BUMP,investing
35520,Ana Maria Sanchez Tejeda,Nominee Director,EZEN,investing
35521,Hani Nabih Aziz Berzi,Chairman & MD,EFIDq,investing
35522,Richard John Blumberger,CFO & Director,MMHM,investing
35523,Richard Smith,Alternate Non-Executive Director,7DIG,investing
35524,William David Gordon Ronald,Senior Independent Director,BUMP,investing
35525,Samir Nabih Aziz Berzi,Vice Chairman,EFIDq,investing
35526,Toby Jonathan Bradbury,"President, CEO & Executive Director",RMM,investing
35527,Chelsey Christine Oliver,Creative & Brand Director and Director,BUMP,investing
35528,Carmen Gómez de Barreda Tous de Monsalve,Independent Director,EZEN,investing
35529,Sahar Mohamed El Sallab,Independent Director,EFIDq,investing
35530,Bram Belzberg,Independent Director,EVRA,investing
35531,Bradford Alan Mills,Non-Executive Chairman of the Board,RMM,investing
35532,Hussein Hassan Choucri,Independent Director,EFIDq,investing
35533,Laura Gonzalez-Molero,Independent Director,EZEN,investing
35534,John Staer,Independent Director,EVRA,investing
35535,Mark Vandyke Sander,Non-Executive Director,RMM,investing
35536,Fatma Ibrahim Mahmoud Lotfy,Director,EFIDq,investing
35537,Franklin Derek Lew,Chairman & CEO,BLUS,investing
35538,Tracy Britt Cool,Founder & Director,EVRA,investing
35539,Pedro María Azcárate Palacios,Independent Director,EZEN,investing
35540,Simon Lord,Independent Non-Executive Director,SUP,investing
35541,Mounir Amin Fakhry Abdel Nour,Independent Director,EFIDq,investing
35542,Belinda Elaine Labatte,Non-Executive Director,RMM,investing
35543,Enrico Carraro,Chairman of the Board,CARRA,investing
35544,Adam Luke Hall,Independent Director,EVRA,investing
35545,Anabel Lopez Porta,Nominee Director,EZEN,investing
35546,Sean King,Non-Executive Director,BLUS,investing
35547,Jason Charles Sayers,Group CEO & Executive Director,FLTA,investing
35548,Paul Andrew McDonald,Non-Executive Chairman,SUP,investing
35549,Hanny Y. Elmessiry,Independent Director,EFIDq,investing
35550,Enrico Gomiero,"CFO, Financial Reporting Officer & Director",CARRA,investing
35551,Walter Nicholas Howley,Founder & Co-Chairman,EVRA,investing
35552,Priya Patil,Independent Non-Executive Director,RMM,investing
35553,Brian R. Rowbowtham,Company Secretary & Non-Executive Director,BLUS,investing
35554,Victor Clewes,Executive Director,FLTA,investing
35555,Alison S. Hall,"Co-Founder, Joint CEO & Director",SOSS,investing
35556,María Paloma Jiménez Baena,Independent Director,EZEN,investing
35557,Sandeep Singh Chadha,CEO & Director,SUP,investing
35558,Tamir Saeed,Director,EFIDq,investing
35559,Michael Tobin,Senior Independent Director,EVRA,investing
35560,Andrea Conchetto,"MD, CEO & Director",CARRA,investing
35561,Brian Hogan,Group CFO & Executive Director,FLTA,investing
35562,Julie C. Lavington,"Co-Founder, Joint CEO & Director",SOSS,investing
35563,Terrell Iver Ackerman,Non-Executive Director,RMM,investing
35564,Peter Collini,Senior Independent Director,DRV,investing
35565,John Prentice Mullen,Independent Non Executive Director,DRV,investing
35566,William Nicholas Thorndike,Founder & Co-Chairman,EVRA,investing
35567,David John Kilgour,CFO & Director,DRV,investing
35568,Mark Richard Cashmore,Senior Independent Director,SUP,investing
35569,Eduard Romeu Barcelo,Nominee Director,EZEN,investing
35570,Tomaso Carraro,Chief CSR Officer & Vice Chairman,CARRA,investing
35571,Elizabeth Jill Filkin,Independent Non-Executive Director,DRV,investing
35572,Mark Wheeler,Group CEO & Director,DRV,investing
35573,Nicholas Mustoe,Non-Executive Director,SOSS,investing
35574,Timothy John Worlledge,Independent Non-Executive Chairman,FLTA,investing
35575,Steven John Norris,Independent Non-Executive Chairman,DRV,investing
35576,Suzanne Gwendolin Smith,"CFO, Company Secretary & Director",SUP,investing
35577,Margaret Stephens,Independent Non-executive Director,AJOT,investing
35578,Stefania Centorbi,Regular Auditor,CARRA,investing
35579,Roy Charles Sayers,Non-Executive Director,FLTA,investing
35580,Stephen James Dilks,Chief Financial Officer & Director,SOSS,investing
35581,Marina Manna,Independent Director,CARRA,investing
35582,Graham Jeffrey Woolfman,Independent Non-Executive Director,FLTA,investing
35583,William John Howard Murray,Non-Executive Chairman,SOSS,investing
35584,Virginia Carraro,Director,CARRA,investing
35585,Lloyd Martin,Independent Non-Executive Director,FLTA,investing
35586,Mark Kingsley Collingbourne,Secretary & Non-Executive Director,SOSS,investing
35587,Fabio Buttignon,Independent Director,CARRA,investing
35588,Jlubomir Urosevic,Corporate Development Director of UK & Executive Director,FLTA,investing
35589,Andrew Michael Booth,Non-Executive Director,SOSS,investing
35590,Riccardo Arduini,Independent Director,CARRA,investing
35591,Adam Reynolds,Non-Executive Director,SOSS,investing
35592,Carlo Pesce,Chairman of Board of Statutory Auditors,CARRA,investing
35593,Marina Pittini,Independent Director,CARRA,investing
35594,Peter Wit,Member of Supervisory Board,SIFG,investing
35595,Saverio Bozzolan,Regular Auditor,CARRA,investing
35596,Caroline A. J. van den Bosch,Member of Supervisory Board,SIFG,investing
35597,André Goedée,Chairman of the Supervisory Board,SIFG,investing
35598,Peter J. Gerretse,Member of Supervisory Board,SIFG,investing
35599,Peter E. Visser,Member of the Supervisory Board,SIFG,investing
35600,John Anthony Herring,Non-Executive Chairman,CBACE,investing
35601,Alan Scott Linn,CEO & Executive Director,PRR,investing
35602,Anne-Marie O’Sullivan,Director,PRR,investing
35603,Jemma Freeman,Independent Non-Executive Director,CBACE,investing
35604,Peter Newman,Senior Independent Non-Executive Director,PRR,investing
35605,Teddy Tulloch,Non Executive Chairman,EPGT,investing
35606,James Menton,Executive Chairman,PRR,investing
35607,Andrew Sutherland Mackay,Independent Non-Executive Director,PRR,investing
35608,Colin William Kingsnorth,Non-Executive Director,CBACE,investing
35609,John Nicholas Harrison,Non-Executive Director,IRONI,investing
35610,Andrew McCree,Independent Non-Executive Chairman,TPG,investing
35611,Christopher Giles Herron Weaver,Non-Executive Director,EPGT,investing
35612,Enrique Rottenberg,Vice Chairman & GM of the Miramar Trade Center,CBACE,investing
35613,Philip John Holland,Independent Non-Executive Chairman,TPG,investing
35614,Charles Giles Clarke,Chairman of the Board,IRONI,investing
35615,Alisdair Gordon MacKenzie Nairn,"Founder, CEO, Investment Partner & Executive Director of Edinburgh Partners Ltd",EPGT,investing
35616,Peter John Cox,Technical Director & Director,IRONI,investing
35617,Derren Mark Stroud,CFO & Executive Director,TPG,investing
35618,Weiija Zhang,Member of Advisory Board,VRCI,investing
35619,Keith Baden Corbin,Independent Non-Executive Director,CBACE,investing
35620,David Thomas Mcleod Ross,Independent Non-Executive Director,EPGT,investing
35621,Junichi Tomono,Non-Executive Director,2F9,investing
35622,Martyn Roy Ratcliffe,Executive Chairman,TPG,investing
35623,Martin Wentworth Eales,CEO & Director,IRONI,investing
35624,Ian James Carruthers,Senior Independent Non-Executive Director,VRCI,investing
35625,David Hough,Non Executive Director,EPGT,investing
35626,Susan Hansen,Non-Executive Director,UEM,investing
35627,Lukasz A. Redziniak,Independent Chairman of the Board,SENX,investing
35628,Peter C. E. Cornell,Senior Independent Director,CBACE,investing
35629,David Lindsay,CEO & Director,TPG,investing
35630,Christopher D. Kay,Group CFO & Director,SPECI,investing
35631,Peter Anthony Secker,CEO & Executive Director,2F9,investing
35632,Philip O'Connell,Member of Advisory Board,VRCI,investing
35633,Julio Bruno Castellanos,Group CEO & Director,TMOT,investing
35634,Robin B.C. Totterman,"Founder, Group CEO & Director",SPECI,investing
35635,Xiaoshen Wang,Non-Executive Director,2F9,investing
35636,Garry A. Madeiros,Non Executive Director,UEM,investing
35637,Jonathan Emms,COO & Executive Director,CIRCI,investing
35638,Peter Michael Bertram,Non-Executive Director,TPG,investing
35639,Trevor Bowen,Independent Non-Executive Director,CBACE,investing
35640,David M. Rothstein,Member of Advisory Board,VRCI,investing
35641,Alexander Fiske Collins,Non-Executive Director,TMOT,investing
35642,Jonathan Kempster,Independent Director,SENX,investing
35643,Ian Charter MacLaurin,Independent Non-Executive Chairman,SPECI,investing
35644,Michael Roy David Roller,CFO & Director,CIRCI,investing
35645,Richard Formica,Member of Advisory Board,VRCI,investing
35646,Garth Peter Denis Milne,Deputy Chairman,UEM,investing
35647,Peter Adam Daiches Dubens,Non-Executive Chairman,TMOT,investing
35648,Natalie Fortescue,Independent Director,SENX,investing
35649,Richard Peck,Independent Non-Executive Director,SPECI,investing
35650,Le Couilliard Jo,Independent Non-Executive Director,CIRCI,investing
35651,John Leonard Rennocks,Chairman,UEM,investing
35652,Emilio D. Poggio,Member of Advisory Board,VRCI,investing
35653,David Anthony Robins,Chairman,FJV,investing
35654,Stuart Alan Ransom Rose,Independent Non Executive Director,TMOT,investing
35655,James E. A. Causgrove,Independent Director,SENX,investing
35656,Christopher M.J. Hancock,Senior Independent Non-Executive Director,SPECI,investing
35657,Nicholas Harwood Bertram Mills,Non-Executive Director,CIRCI,investing
35658,Aylsa Kim Muir,CFO & Director,CKT,investing
35659,James R. McCullough,Independent Non-Executive Director,VRCI,investing
35660,David Till,Non-Executive Director,TMOT,investing
35661,Laurence H. Magnus,Non Executive Director,FJV,investing
35662,Anthony Y. T. Muh,Non Executive Director,UEM,investing
35663,Jeffrey David Auld,"CEO, President & Executive Director",SENX,investing
35664,Angela Trudie Farrugia,Independent Non-Executive Director,SPECI,investing
35665,Garry Watts,Senior Independent Director,CIRCI,investing
35666,Julian Huw Baines,Independent Non-Executive Chairman,VRCI,investing
35667,David Miller,Senior Independent Director,FJV,investing
35668,Sven Ohlund,CEO & Executive Vice Chairman,TMOT,investing
35669,Isabel Liu,Independent Non-Executive Director,UEM,investing
35670,Andrew J. Fairclough,CFO & Executive Director,SENX,investing
35671,Keith Anthony Daley,Executive Chairman,CKT,investing
35672,Sharon Curran,Independent Non-Executive Director,CIRCI,investing
35673,Anthony Dorling,Member of Advisory Board,VRCI,investing
35674,Philip Bruce Kay,Non-Executive Director,FJV,investing
35675,Mark Bridgeman,Director,UEM,investing
35676,Ian Roy Johnson,Executive Chairman,CIRCI,investing
35677,John Frederick Wilson,Non-Executive Director,CKT,investing
35678,David James Barron,Non-Executive Director,FJV,investing
35679,Christian P. Larsen,Member of Advisory Board,VRCI,investing
35680,Roslyn B. Mannon,Member of Advisory Board,VRCI,investing
35681,Aristide C. Achy Brou,Independent Non-Executive Director,DKLD,investing
35682,Youval Rasin,CEO & Executive Director,DKLD,investing
35683,Peter Nickerson,Member of Advisory Board,VRCI,investing
35684,Lincoln John Moore,Executive Director,DKLD,investing
35685,Christopher James Kyte,CEO & Director,CKT,investing
35686,Yehoshua Shai Kol,"CFO, Deputy CEO & Executive Director",DKLD,investing
35687,Andrew James Tillery,Independent Non-Executive Chairman,DKLD,investing
35688,Kathryn Wood,Member of Advisory Board,VRCI,investing
35689,Andrew Page,Non-Executive Director,SCP,investing
35690,Simon Greenman,Non-Executive Director,CKT,investing
35691,Keith Archibald Ritchie,Executive Chairman,TITN,investing
35692,James Gordon Dickson Ferguson,Non-Executive Chairman,VIP,investing
35693,Lorenzo Giovanni Gallon,Non-Executive Director & Chair of Science Advisory Board,VRCI,investing
